UIC,API,inj_date,vol_bbls,cmpl_top,cmpl_bot,UIC_type,wtd_ft,slon,slat
000106115,47536206,2024-11-11,0,5522,6562,2,6625,-103.19653247,31.4453813
000116564,47537526,2024-11-11,8025,5152,6888,2,7190,-103.224701,31.421739
000119218,47537995,2024-11-12,5982,5233,8000,2,8000,-103.375037,31.511811
000105860,38933540,2024-11-12,574,6522,6576,1,6775,-103.24690317,31.37105298
000119166,47537869,2024-11-12,2442,5100,6996,2,7171,-103.211394,31.430698
000116731,38937535,2024-11-12,2123,5707,7937,2,8225,-103.216496,31.375638
000106115,47536206,2024-11-12,0,5522,6562,2,6625,-103.19653247,31.4453813
000116564,47537526,2024-11-12,7902,5152,6888,2,7190,-103.224701,31.421739
000119218,47537995,2024-11-13,2494,5233,8000,2,8000,-103.375037,31.511811
000105860,38933540,2024-11-13,813,6522,6576,1,6775,-103.24690317,31.37105298
000119166,47537869,2024-11-13,2547,5100,6996,2,7171,-103.211394,31.430698
000116731,38937535,2024-11-13,2305,5707,7937,2,8225,-103.216496,31.375638
000106115,47536206,2024-11-13,0,5522,6562,2,6625,-103.19653247,31.4453813
000116564,47537526,2024-11-13,7870,5152,6888,2,7190,-103.224701,31.421739
000119218,47537995,2024-11-14,3201,5233,8000,2,8000,-103.375037,31.511811
000105860,38933540,2024-11-14,1123,6522,6576,1,6775,-103.24690317,31.37105298
000119166,47537869,2024-11-14,3399,5100,6996,2,7171,-103.211394,31.430698
000116731,38937535,2024-11-14,480,5707,7937,2,8225,-103.216496,31.375638
000106115,47536206,2024-11-14,987,5522,6562,2,6625,-103.19653247,31.4453813
000116564,47537526,2024-11-14,8087,5152,6888,2,7190,-103.224701,31.421739
000119218,47537995,2024-11-15,4171,5233,8000,2,8000,-103.375037,31.511811
000105860,38933540,2024-11-15,614,6522,6576,1,6775,-103.24690317,31.37105298
000119166,47537869,2024-11-15,6437,5100,6996,2,7171,-103.211394,31.430698
000116731,38937535,2024-11-15,0,5707,7937,2,8225,-103.216496,31.375638
000106115,47536206,2024-11-15,2246,5522,6562,2,6625,-103.19653247,31.4453813
000116564,47537526,2024-11-15,6432,5152,6888,2,7190,-103.224701,31.421739
000119218,47537995,2024-11-16,1891,5233,8000,2,8000,-103.375037,31.511811
000105860,38933540,2024-11-16,290,6522,6576,1,6775,-103.24690317,31.37105298
000119166,47537869,2024-11-16,8989,5100,6996,2,7171,-103.211394,31.430698
000116731,38937535,2024-11-16,0,5707,7937,2,8225,-103.216496,31.375638
000106115,47536206,2024-11-16,1150,5522,6562,2,6625,-103.19653247,31.4453813
000116564,47537526,2024-11-16,5351,5152,6888,2,7190,-103.224701,31.421739
000119218,47537995,2024-11-17,2390,5233,8000,2,8000,-103.375037,31.511811
000105860,38933540,2024-11-17,780,6522,6576,1,6775,-103.24690317,31.37105298
000119166,47537869,2024-11-17,9291,5100,6996,2,7171,-103.211394,31.430698
000116731,38937535,2024-11-17,0,5707,7937,2,8225,-103.216496,31.375638
000106115,47536206,2024-11-17,1397,5522,6562,2,6625,-103.19653247,31.4453813
000116564,47537526,2024-11-17,6169,5152,6888,2,7190,-103.224701,31.421739
000119218,47537995,2024-11-18,240,5233,8000,2,8000,-103.375037,31.511811
000105860,38933540,2024-11-18,518,6522,6576,1,6775,-103.24690317,31.37105298
000119166,47537869,2024-11-18,9297,5100,6996,2,7171,-103.211394,31.430698
000116731,38937535,2024-11-18,0,5707,7937,2,8225,-103.216496,31.375638
000106115,47536206,2024-11-18,1097,5522,6562,2,6625,-103.19653247,31.4453813
000116564,47537526,2024-11-18,5339,5152,6888,2,7190,-103.224701,31.421739
000119218,47537995,2024-11-19,1,5233,8000,2,8000,-103.375037,31.511811
000105860,38933540,2024-11-19,344,6522,6576,1,6775,-103.24690317,31.37105298
000119166,47537869,2024-11-19,9293,5100,6996,2,7171,-103.211394,31.430698
000116731,38937535,2024-11-19,0,5707,7937,2,8225,-103.216496,31.375638
000106115,47536206,2024-11-19,1709,5522,6562,2,6625,-103.19653247,31.4453813
000116564,47537526,2024-11-19,4834,5152,6888,2,7190,-103.224701,31.421739
000119218,47537995,2024-11-20,482,5233,8000,2,8000,-103.375037,31.511811
000105860,38933540,2024-11-20,388,6522,6576,1,6775,-103.24690317,31.37105298
000119166,47537869,2024-11-20,8270,5100,6996,2,7171,-103.211394,31.430698
000116731,38937535,2024-11-20,0,5707,7937,2,8225,-103.216496,31.375638
000106115,47536206,2024-11-20,901,5522,6562,2,6625,-103.19653247,31.4453813
000116564,47537526,2024-11-20,3467,5152,6888,2,7190,-103.224701,31.421739
000119218,47537995,2024-11-21,4603,5233,8000,2,8000,-103.375037,31.511811
000105860,38933540,2024-11-21,675,6522,6576,1,6775,-103.24690317,31.37105298
000119166,47537869,2024-11-21,9251,5100,6996,2,7171,-103.211394,31.430698
000116731,38937535,2024-11-21,0,5707,7937,2,8225,-103.216496,31.375638
000106115,47536206,2024-11-21,265,5522,6562,2,6625,-103.19653247,31.4453813
000116564,47537526,2024-11-21,1964,5152,6888,2,7190,-103.224701,31.421739
000119218,47537995,2024-11-22,3669,5233,8000,2,8000,-103.375037,31.511811
000105860,38933540,2024-11-22,468,6522,6576,1,6775,-103.24690317,31.37105298
000119166,47537869,2024-11-22,8848,5100,6996,2,7171,-103.211394,31.430698
000116731,38937535,2024-11-22,0,5707,7937,2,8225,-103.216496,31.375638
000106115,47536206,2024-11-22,321,5522,6562,2,6625,-103.19653247,31.4453813
000116564,47537526,2024-11-22,2517,5152,6888,2,7190,-103.224701,31.421739
000119218,47537995,2024-11-23,2704,5233,8000,2,8000,-103.375037,31.511811
000105860,38933540,2024-11-23,503,6522,6576,1,6775,-103.24690317,31.37105298
000119166,47537869,2024-11-23,8669,5100,6996,2,7171,-103.211394,31.430698
000116731,38937535,2024-11-23,0,5707,7937,2,8225,-103.216496,31.375638
000106115,47536206,2024-11-23,269,5522,6562,2,6625,-103.19653247,31.4453813
000116564,47537526,2024-11-23,2415,5152,6888,2,7190,-103.224701,31.421739
000119218,47537995,2024-11-24,2476,5233,8000,2,8000,-103.375037,31.511811
000105860,38933540,2024-11-24,352,6522,6576,1,6775,-103.24690317,31.37105298
000119166,47537869,2024-11-24,8402,5100,6996,2,7171,-103.211394,31.430698
000116731,38937535,2024-11-24,0,5707,7937,2,8225,-103.216496,31.375638
000106115,47536206,2024-11-24,0,5522,6562,2,6625,-103.19653247,31.4453813
000116564,47537526,2024-11-24,2432,5152,6888,2,7190,-103.224701,31.421739
000119218,47537995,2024-11-25,4160,5233,8000,2,8000,-103.375037,31.511811
000105860,38933540,2024-11-25,742,6522,6576,1,6775,-103.24690317,31.37105298
000119166,47537869,2024-11-25,8190,5100,6996,2,7171,-103.211394,31.430698
000116731,38937535,2024-11-25,0,5707,7937,2,8225,-103.216496,31.375638
000106115,47536206,2024-11-25,0,5522,6562,2,6625,-103.19653247,31.4453813
000116564,47537526,2024-11-25,2660,5152,6888,2,7190,-103.224701,31.421739
000119218,47537995,2024-11-26,2567,5233,8000,2,8000,-103.375037,31.511811
000105860,38933540,2024-11-26,631,6522,6576,1,6775,-103.24690317,31.37105298
000119166,47537869,2024-11-26,8195,5100,6996,2,7171,-103.211394,31.430698
000116731,38937535,2024-11-26,0,5707,7937,2,8225,-103.216496,31.375638
000106115,47536206,2024-11-26,0,5522,6562,2,6625,-103.19653247,31.4453813
000116564,47537526,2024-11-26,2452,5152,6888,2,7190,-103.224701,31.421739
000119218,47537995,2024-11-27,2477,5233,8000,2,8000,-103.375037,31.511811
000105860,38933540,2024-11-27,495,6522,6576,1,6775,-103.24690317,31.37105298
000119166,47537869,2024-11-27,8479,5100,6996,2,7171,-103.211394,31.430698
000116731,38937535,2024-11-27,0,5707,7937,2,8225,-103.216496,31.375638
000106115,47536206,2024-11-27,0,5522,6562,2,6625,-103.19653247,31.4453813
000116564,47537526,2024-11-27,3265,5152,6888,2,7190,-103.224701,31.421739
000119218,47537995,2024-11-28,3210,5233,8000,2,8000,-103.375037,31.511811
000105860,38933540,2024-11-28,326,6522,6576,1,6775,-103.24690317,31.37105298
000119166,47537869,2024-11-28,7852,5100,6996,2,7171,-103.211394,31.430698
000116731,38937535,2024-11-28,0,5707,7937,2,8225,-103.216496,31.375638
000106115,47536206,2024-11-28,11,5522,6562,2,6625,-103.19653247,31.4453813
000116564,47537526,2024-11-28,1965,5152,6888,2,7190,-103.224701,31.421739
000119218,47537995,2024-11-29,1296,5233,8000,2,8000,-103.375037,31.511811
000105860,38933540,2024-11-29,798,6522,6576,1,6775,-103.24690317,31.37105298
000119166,47537869,2024-11-29,7981,5100,6996,2,7171,-103.211394,31.430698
000116731,38937535,2024-11-29,0,5707,7937,2,8225,-103.216496,31.375638
000106115,47536206,2024-11-29,0,5522,6562,2,6625,-103.19653247,31.4453813
000116564,47537526,2024-11-29,2515,5152,6888,2,7190,-103.224701,31.421739
000119218,47537995,2024-11-30,925,5233,8000,2,8000,-103.375037,31.511811
000105860,38933540,2024-11-30,427,6522,6576,1,6775,-103.24690317,31.37105298
000119166,47537869,2024-11-30,7954,5100,6996,2,7171,-103.211394,31.430698
000116731,38937535,2024-11-30,0,5707,7937,2,8225,-103.216496,31.375638
000106115,47536206,2024-11-30,0,5522,6562,2,6625,-103.19653247,31.4453813
000116564,47537526,2024-11-30,1743,5152,6888,2,7190,-103.224701,31.421739
